readlen	start	end	fl	stranded	orig_strand	orig_adapter_config	adapter_config	lab	read_id
92	39	131	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	2ea0feb9-2598-431b-b478-4023493f7e66_0
138	38	176	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	2eccdb48-2b5b-444e-9026-844d980e90c6_0
292	44	336	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	2f708370-92b2-4d74-923e-a887e3d4c756_0
357	35	392	False	True	-	adapter2_r	adapter2_f	single_adapter2	2f73173f-3fa3-4a84-9cf1-597672b64b63_0
55	38	93	False	True	-	adapter2_r	adapter2_f	single_adapter2	3002bdc7-e39d-425f-9bbf-9c42de875d35_0
862	43	905	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	300ca9cd-8b21-4642-ae18-c6c8de3a05aa_0
497	36	533	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	300e5f1c-49fa-4ee1-a9de-a161da4b86fe_0
772	39	811	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	303ac27b-d9a3-4297-8fe1-8c02e271e968_0
160	35	195	False	True	-	adapter2_r	adapter2_f	single_adapter2	3115b00b-2dd8-4f48-9860-e362a6e80d63_0
103	39	142	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	31a46d05-80b6-4b64-a528-852cc5753782_0
89	37	126	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	31b63bfb-8d40-4585-afb0-68e57a04932d_0
762	31	793	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	31bd3e81-156d-45e8-b93d-320592b5bd3d_0
169	39	208	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	31cd98fb-1181-4c13-8f68-01e63b5c0ea3_0
156	16	172	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	320156fb-ff4e-4ffa-86a0-7d03ee81f234_0
263	31	294	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	32024d0d-6729-4334-904c-9838909c22cd_0
575	40	615	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	32533ea9-a377-4038-ae82-8470c5c532f0_0
764	24	788	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	325ede26-fed1-49a7-8048-cb909e5d7172_0
904	9	913	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	3283aecf-2182-4910-b91f-7e7383246c02_0
113	28	141	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	3294284f-8575-4578-adcd-a6f0acf7eeba_0
241	36	277	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	32d3db82-00b1-4b4d-925f-e9d2d78ccaf4_0
1075	5	1080	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	330374a7-149d-414f-aef4-70b1893ac194_0
737	29	766	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	3304bdad-9689-478f-91ad-0f800a069eeb_0
417	34	451	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	3332ed3a-3771-404e-a455-38f123e9396b_0
232	29	261	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	333c1025-6368-4232-813e-0f04864b3b7b_0
120	227	347	True	True	+	adapter2_r-adapter1_r-adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	3352d0e5-13b2-4783-a813-744dda9e9744_0
141	42	183	True	True	-	adapter2_r-adapter1_r-adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	3352d0e5-13b2-4783-a813-744dda9e9744_1
243	58	301	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	33ada0fc-03d3-4bec-be75-cee36a8c4555_0
619	43	662	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	33e04cd2-cff3-4ab8-8e69-f349523e1e84_0
89	64	153	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	34189a71-5e01-4059-8617-712eefef423a_0
96	32	128	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	34666581-4a6f-4066-a2a5-33e2f7ff650b_0
99	35	134	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	3490e88f-f90e-44fc-82dc-439dd4b76657_0
596	32	628	False	True	-	adapter2_r	adapter2_f	single_adapter2	35706587-84f2-4d6f-8934-bedb253da76b_0
149	41	190	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	362714d2-8bc9-420a-a70d-59788d9f8968_0
99	42	141	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	3638cd85-bdf1-4336-bf07-44cfb69384d2_0
289	18	307	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	36fb33ab-0f9b-4c59-8284-6d344a9fb585_0
107	20	127	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	3704f3af-b85f-4fe6-b312-92141a7ef941_0
626	32	658	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	37721a36-f812-4bca-8980-ccd6338da24e_0
575	20	595	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	379373b0-d8e4-4b51-abd6-7d0b7fb7cc49_0
264	32	296	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	37a1d2de-44c6-42d7-9434-1bca98433906_0
181	32	213	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	37b789c3-2c52-484f-bc3a-c42b777523d6_0
333	40	373	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	383ba260-0166-4d11-af1f-db1996f5eb65_0
861	548	1409	True	True	+	adapter2_r-adapter1_r-adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	3845a600-670f-403c-9d52-dacfd0c1da74_0
462	35	497	True	True	-	adapter2_r-adapter1_r-adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	3845a600-670f-403c-9d52-dacfd0c1da74_1
273	36	309	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	38636e34-e485-4201-9a92-300624aeb2c6_0
647	29	676	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	387b79d6-50cc-42fc-9803-d2eb85bcd849_0
64	39	103	False	True	+	adapter1_f	adapter1_f	single_adapter1	389e59a0-f97f-4be5-af6b-19f688ded407_0
298	62	360	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	38c8939b-e28a-4d9b-970e-cf201b071917_0
606	0	606	False	True	-	adapter1_r	adapter1_f	single_adapter1	3932c947-9819-452c-a1cc-55e8a3978013_0
405	31	436	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	39433712-b2a5-49a6-8580-8baad25267cd_0
751	41	792	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	3a47d7aa-b032-4b6e-ac26-0ffed1d5b1da_0
906	0	906	False	True	+	adapter2_f	adapter2_f	single_adapter2	3a599c84-c02f-4e3d-b05b-f69504c49994_0
107	615	722	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	3a7dec2f-dffe-4fc8-a041-f35ba176cffc_0
457	43	500	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	3aab585a-cc3c-42a0-bfd6-9089fac8233c_0
585	36	621	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	3ac58ba2-05af-49a9-9fc8-6e7559dfd765_0
995	36	1031	False	True	-	adapter2_r	adapter2_f	single_adapter2	3ac99e10-6151-414d-ba50-5c31343a8f02_0
483	33	516	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	3af8fa17-365e-4622-8781-a52823f2f0f3_0
430	34	464	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	3bbb76a1-6782-41a3-a4fc-3d3fd3383eb4_0
379	40	419	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	3be198e5-692c-4ca2-af36-d95bb2b127a7_0
266	39	305	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	3c1efdaf-c0b0-47ee-a067-102b4044ed34_0
211	38	249	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	3c2ee744-12c8-4b7d-ba6a-8d836e20bef2_0
88	35	123	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	3c33a1da-0227-42a2-8366-63669dfc94e6_0
293	38	331	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	3c6b5352-2728-492c-96e8-8c657112e69a_0
78	38	116	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	3cc07dc3-0837-44d8-964c-8e55a624b153_0
547	0	546	False	False	*	*	*	no_adapters	3d05afd5-dc55-49ba-b6a0-1c16e1e866fc_0
292	39	331	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	3d285681-fce3-41a2-af83-5915a5593c3a_0
94	11	105	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	3dd48277-0a84-4dfd-bd63-23e861893bf6_0
501	36	537	False	True	-	adapter2_r	adapter2_f	single_adapter2	3ded75e9-6fa2-46db-a96b-dfdc05908178_0
311	37	348	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	3e239522-baff-41b0-a92b-ddf8313a047f_0
496	31	527	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	3e2fdb06-863d-471c-a8c1-7d018f2f7c8d_0
116	33	149	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	3e8562dd-8c00-4123-a869-ead48b0452ae_0
619	37	656	False	True	-	adapter2_r	adapter2_f	single_adapter2	3ed60cbd-81c1-46ef-a1dc-3281bc339392_0
122	0	122	False	True	-	adapter1_r	adapter1_f	single_adapter1	3f9d1340-9a20-46bd-a529-252d4efaeb47_0
1104	32	1136	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	4036196f-3e99-4d15-9d18-74f47b173cb5_0
597	71	668	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	4061a400-554d-4f38-8714-a9d12408648d_0
665	35	700	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	40f9e810-557e-46ed-8ef5-b5de27290883_0
374	37	411	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	411096ac-5737-4b20-9a4e-d305f59b8e8f_0
581	31	612	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	4193dc3d-c52d-4188-8f29-eaef116d7864_0
66	58	124	False	True	-	adapter2_r	adapter2_f	single_adapter2	42157e05-41c6-41ed-b2fa-e0c3a8edcf3a_0
253	28	281	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	4223b867-8601-4882-881e-124bcd401c35_0
122	32	154	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	4275bece-4cc4-4587-ac9a-a3015456d623_0
95	6	101	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	427fb546-5be7-4be1-bb92-1e7f5b596bbe_0
153	29	182	False	True	-	adapter2_r	adapter2_f	single_adapter2	430b17cc-eb65-4085-b7a6-871d064534c3_0
130	59	189	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	431fd404-9e10-45ff-acc7-21eb59930edd_0
82	35	117	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	433cc5c9-c293-4604-8fe8-9fd900825d00_0
284	0	284	False	True	-	adapter1_r	adapter1_f	single_adapter1	43539f33-2343-4f27-959b-e5924be8582f_0
523	37	560	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	43a110e3-d57e-4f04-ba96-5b2f5a616e71_0
598	40	638	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	4437a208-1b02-4487-bc87-89db469fac5c_0
237	42	279	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	443afcc1-a36a-48df-aa31-dd0adecb9601_0
879	32	911	False	True	-	adapter2_r	adapter2_f	single_adapter2	444303a4-88d3-4119-99f4-5cb0c4c4ec15_0
124	33	157	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	4459f77b-f9b6-4954-8b14-3f01f01c1d7b_0
275	35	310	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	44e8caee-ab1d-494d-aba3-4f26b126b2df_0
556	29	585	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	45191c35-fdbe-43cf-ba97-9c93f4c03486_0
474	39	513	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	453bd87f-8f84-4de9-96c8-87a6b8cc0550_0
885	36	921	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	45724a58-abe5-4a66-8cdc-0da90cae39c4_0
874	0	873	False	False	*	adapter1_f-adapter1_r-adapter2_f	adapter1_f-adapter1_r-adapter2_f	other	45840ba2-a669-4514-8a1d-415f4326529b_0
155	36	191	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	463b8add-10e8-4fd8-b31c-0c35e266a3d5_0
288	0	287	False	False	*	*	*	no_adapters	465aad6c-29fb-459b-91cb-4230b6a789fc_0
822	36	858	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	46647ff4-27d0-45ab-b96d-9f387e6c141b_0
586	0	586	False	True	+	adapter2_f	adapter2_f	single_adapter2	46834b67-cfea-4dfd-aac2-ac90ff60cd6f_0
538	34	572	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	46f91903-a18b-45aa-befc-a855ab98e39a_0
95	32	127	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	47e26ace-dcb4-458c-836b-910e760ca54c_0
156	30	186	True	True	-	adapter2_r-adapter1_r-adapter1_f	adapter1_f-adapter2_f	full_len	4834b5e9-bb91-4d4c-9047-e970fb7bd676_0
587	36	623	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	483d68a6-934c-4003-a699-24d0718685ca_0
611	37	648	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	4860b977-c72e-406d-bd82-57a64e086753_0
701	65	766	False	True	-	adapter2_r	adapter2_f	single_adapter2	487dddb0-1b49-4e47-a47a-ffd0d116a639_0
934	0	933	False	False	*	adapter2_r-adapter1_f-adapter1_r	adapter2_r-adapter1_f-adapter1_r	other	488daa28-defc-4cd4-8472-4cf5c7d7af29_0
470	36	506	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	488fc3ef-2d5c-4459-b341-d607d8e75c07_0
730	22	752	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	48daeaba-4e21-4dcd-9d8e-0b2f2d39fab4_0
97	36	133	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	49b4b020-a32b-42c0-a653-8e7d654e2afe_0
615	32	647	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	49b4d4a4-aa41-4340-ae8f-cfa120add0e6_0
756	35	791	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	49bd57dc-2152-4ec0-98db-a75b692a9b3e_0
239	39	278	False	True	-	adapter2_r	adapter2_f	single_adapter2	49bf44da-577c-47d2-a03c-f4dd06bfd961_0
128	60	188	False	True	-	adapter2_r	adapter2_f	single_adapter2	49dfe156-2799-4574-b51f-de276404c039_0
95	37	132	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	4a75f2a4-d2c6-4605-a50f-02f7c90a0c99_0
168	37	205	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	4a7619a9-0d51-4335-8f04-5dc4b6a9bfa6_0
160	37	197	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	4a82695e-8f7d-4cf9-bfa3-11ce9c1f99b7_0
91	32	123	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	4ac89539-4980-4f3a-a3db-77d5d807465b_0
756	34	790	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	4b4fcdd3-ce10-4e5f-9d53-418b8ca6bb83_0
123	11	134	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	4b4fdcc7-341b-4b06-a6bf-046518729cdc_0
801	33	834	False	True	+	adapter1_f	adapter1_f	single_adapter1	4b949536-9c7f-4db5-aab7-a1d492104ea6_0
753	30	783	False	True	-	adapter2_r	adapter2_f	single_adapter2	4bffe693-bba3-4571-9349-8417054f4592_0
126	42	168	False	True	-	adapter2_r	adapter2_f	single_adapter2	4c2ea8be-465b-4b2a-854e-922ada119b1b_0
3137	33	3170	False	True	-	adapter2_r	adapter2_f	single_adapter2	4c2f7c07-280a-4c5f-ab6e-eb289c30850d_0
213	40	253	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	4c62f217-483c-4e73-add7-23f05ec5a08d_0
303	35	338	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	4c6b37f3-605c-4158-b32e-0628b0824ee0_0
169	39	208	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	4c901b33-a5f7-42e8-a3ba-0966e1a7595b_0
737	56	793	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	4ca2b808-8cdb-45fd-b0fd-5436fb6348da_0
117	30	147	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	4caf1adf-c741-4e22-a60a-a56f9be34d43_0
119	33	152	False	True	+	adapter1_f	adapter1_f	single_adapter1	4cd29f8d-adc1-432d-808f-8380f1b8c60c_0
892	64	956	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	4d5f176b-4e37-4f02-bbb4-337f378d96a8_0
99	35	134	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	4d8f389e-9909-4924-a524-12f2a7eb0d69_0
185	34	219	False	True	-	adapter2_r	adapter2_f	single_adapter2	4d967914-34ee-4138-9483-23f2d6f04a54_0
224	0	224	False	True	+	adapter2_f	adapter2_f	single_adapter2	4da4ec50-2a55-4819-9781-0d5d7467129d_0
89	15	104	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	4dc7c2ea-651d-45e0-acc5-1726e1b60c12_0
154	38	192	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	4de7563d-99fe-4b02-b8e3-8610ca5e3fd8_0
152	33	185	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	4e19e873-e772-44ad-8a48-eb099dda80b4_0
185	32	217	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	4e1e8f66-1850-4e26-a387-cb4c1c17f311_0
480	31	511	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	4e417f16-9b53-4cff-bf1f-42d61b49c4ed_0
228	30	258	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	4e53faf8-a492-4b5e-a895-d34532e6deed_0
100	61	161	True	True	-	adapter1_f-adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	4e599164-b239-4a0e-b8a4-18e73a05f354_0
1011	41	1052	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	4e6e5942-535a-4fbc-9653-3837406db94e_0
183	31	214	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	4e8c6d95-8ec9-4d0c-8e60-6c5ab6cbd8e2_0
776	36	812	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	4f891088-bdce-4451-9150-28fa9bf7dc6a_0
305	41	346	False	True	-	adapter2_r	adapter2_f	single_adapter2	501fcc39-4425-49a7-bf40-79234e198747_0
272	33	305	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	5025fdf7-b40a-497a-8ef5-d66c835bf59d_0
155	0	154	False	False	*	*	*	no_adapters	507a60a5-793c-489f-8c91-787a3c1cf3c0_0
142	31	173	True	True	+	adapter1_r-adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	50a15129-8b42-4313-9305-e69b74c2cbfd_0
339	33	372	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	5125d245-dafe-4b95-a913-e274bb950f51_0
681	43	724	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	515b2bbd-c0ba-475b-bc80-872e00788fbb_0
121	27	148	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	516455f1-b8c6-431e-8c7f-e797a2fc3017_0
174	58	232	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	518d7d85-46fc-4f05-a57f-311e4b5b85b6_0
121	37	158	False	True	-	adapter2_r	adapter2_f	single_adapter2	51ad8b87-8c10-4433-97a5-1b50ed475c3d_0
106	39	145	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	51ffbbeb-3f70-4483-bb4d-84382199dda8_0
455	1	456	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	528c3f4a-e0aa-4005-84c7-fc1d847d2b30_0
983	33	1016	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	5290e316-7735-48a2-b502-e8fa1d2d01c8_0
522	37	559	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	52d117f9-1651-4a6c-aed8-51c38c2d38c1_0
103	35	138	True	True	+	adapter1_r-adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	52ef2756-fd24-45be-bd71-5c6538a3f46e_0
693	35	728	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	52f4f885-63bd-4248-a18e-e5a2e001b1a5_0
260	38	298	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	534c4ce1-c2b1-4100-a166-14b9a7649be2_0
622	31	653	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	53b8b13f-1352-4642-9238-91a3b94c6eb2_0
129	44	173	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	53e58bb0-5257-4a01-be76-c52e3de5494d_0
1110	32	1142	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	545d40d5-db30-4dc8-8116-8ab89216608b_0
111	37	148	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	54a9b44e-e295-4b67-8c09-f673ef626ac2_0
106	34	140	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	557850c5-0c54-4c94-a79d-44f148ddf35d_0
678	39	717	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	55d5a556-97b8-43da-8258-9d11fdad1e37_0
505	36	541	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	566dfb11-4906-47b2-a81b-7d61b1d87ef6_0
141	35	176	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	56913f15-120b-4867-8fcb-7c1439e690d7_0
268	36	304	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	56c4133a-0f90-4e0d-97ee-924c9b263951_0
53	35	88	False	True	-	adapter2_r	adapter2_f	single_adapter2	57629a6f-4ba2-435f-8c07-f5475842d994_0
370	32	402	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	57dce70a-6c02-4135-ba39-80723e4a0df0_0
483	39	522	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	58016c5d-a275-4405-a191-6dbe32d41f67_0
772	29	801	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	5840b74f-433a-45bf-b092-c710ef11239a_0
1191	34	1225	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	586e93c6-9348-4df8-8bd4-a3f2bc5f618a_0
514	35	549	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	587ea2be-8855-47e3-a50b-ffccef056c3b_0
98	32	130	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	590eade1-1d1e-49b4-b5ab-e5044a3a8108_0
689	31	720	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	591c171f-0080-49e2-8720-0cf6c3f986f9_0
476	38	514	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	59a4d3b0-a9c5-4d64-aa1e-5dbb47abe290_0
539	37	576	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	5a93f2f6-03a3-4670-8604-c7a858fcb075_0
1513	33	1546	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	5aa639fc-a04f-4993-94b8-4469bc3ae494_0
98	34	132	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	5ab86d8b-0775-4c94-a45b-466a48a65a3a_0
155	36	191	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	5af2c9ec-acaf-4b78-8eca-8c501b4dcb23_0
93	38	131	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	5af9f818-82f6-4ec7-a652-395d45c336ea_0
513	35	548	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	5b7298e3-9246-4443-8218-4da50739f452_0
462	0	461	False	False	*	adapter2_f-adapter2_r	adapter2_f-adapter2_r	double_adapter2	5b72da1f-7cc5-4f8a-ae9a-95883bc18bb9_0
185	29	214	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	5c172cd8-01c0-4b28-93e5-c6301554c373_0
79	33	112	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	5c1e3503-ee89-4c7b-9493-09c909cb0135_0
115	33	148	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	5c272e90-dda8-40f8-b09b-1626ca727e9e_0
193	37	230	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	5ca21c71-db62-4643-a492-a1637de527b4_0
324	31	355	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	5cec0350-7b3d-41d4-92de-ae4f9d850e6d_0
1377	39	1416	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	5d39e067-f751-48a8-8a33-4d068e00c6bd_0
1013	40	1053	False	True	-	adapter2_r	adapter2_f	single_adapter2	5d985802-3d9c-4dd9-8088-6ba093ca4f4e_0
1455	38	1493	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	5db5f525-9bd6-4f20-a481-ee5f25e0536f_0
304	24	328	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	5dc0d1c7-93a4-49a9-83a1-e2dcdf58b67c_0
134	38	172	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	5e7244d1-36f9-43ba-8332-382d70c30700_0
182	36	218	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	5f13a564-6327-44dd-96c1-f9255cfc709f_0
